"route","ssnt","ssme","ssnti","ssmei"
"840_02_049",-1328.19986838582,-661.141461024035,-4117.89157932829,-4116.01802673698
"840_02_050",-1251.77888794401,-767.090897797885,-5088.88387707919,-5102.98354204329
"840_02_051",-1288.90116911702,-718.820145482495,-5237.11853226913,-5245.31824159542
"840_02_052",-850.284560282985,-535.260822300206,-2906.33075028264,-2900.84720409621
"840_02_053",-698.939072933255,-553.254670073978,-2524.33460888635,-2522.93420796829
"840_02_054",-710.733603305706,-468.341135067693,-2556.9423260905,-2555.43949490813
"840_02_055",-1863.72562268127,-818.233412026157,-7806.70440373526,-7805.45587764305
"840_02_057",-829.431653416297,-622.055162337413,-2703.86079481135,-2702.97452539288
"840_02_059",-665.820772120631,-483.358766347526,-1727.10015107534,-1728.31428281484
"840_02_060",-1006.52672530452,-631.189231341131,-3039.45989689739,-3042.37759178132
"840_02_061",-1576.80546646339,-893.36473752313,-6227.21870806001,-6245.33653414836
"840_02_063",-804.228525676501,-574.404579346329,-2360.70812272795,-2369.1133054016
"840_02_065",-1459.14727177033,-771.451200548984,-5035.48566118077,-5042.92088627939
"840_02_066",-722.027890803534,-545.749439099754,-2459.84742257799,-2461.99818187724
